Company/Brand,Sector,Amount,HeadQuarter,Funding Year,Founded,Investor
Equiwatt,Tech company,300000.0,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",2020,2015.0,Rising Stars
Reliance Retail Ventures,E-commerce,800000000.0,Mumbai,2020,2006.0,"General Atlantic, Kohlberg Kravis Roberts"
Zhangmen,Edtech,400000000.0,"Shanghai, China",2020,2005.0,"CICC Alpha, VMS Asset Management"
AgroWave,AgriTech,500000.0,Gurugram,2020,2017.0,Sekhar Puli
Sapio Analytics,Tech company,150000.0,Mumbai,2020,2018.0,unknown
Taimei,HealthCare,176000000.0,"Jiaxing, Zhejiang, China",2020,2013.0,"Cowin Venture, ZSVC"
Avanse Financial Services,FinTech,15000000.0,Mumbai,2020,2012.0,International Finance Corporation
Industry Buying,E-commerce,15000000.0,Delhi,2020,2013.0,"BlackSoil, BEENEXT"
Hopscotch,E-commerce,25000000.0,Mumbai,2020,2011.0,"Marc Lore, Rise Capital"
Pristyn Care,HealthCare,11000000.0,Gurugram,2020,2018.0,"Sequoia Capital India, Hummingbird Ventures"
WoodenStreet,Home Design,1000000.0,Rajastan,2020,2015.0,"IAN Fund, Rajasthan Venture Capital Fund"
ACKO,InsureTech,60000000.0,Mumbai,2020,2016.0,"RPS Ventures, Intact Ventures"
Farmers Fresh Zone,AgriTech,470000.0,Kochi,2020,2015.0,"Artha India Ventures, Nagaraja Prakasam"
Invento,AI Startup,0.0,Bangalore,2020,2016.0,"Chiripal Group, Ratish Kumar Nair"
Infurnia,Tech Startup,240000.0,Bangalore,2020,2014.0,"Pallav Nadhani, Idein Ventures"
AnalytIQSports's SuperCric,Entertainment,0.0,Bangalore,2020,2019.0,unknown
Snowflake,Tech company,3000000000.0,California,2020,2012.0,"Salesforce Ventures, Dragoneer Investment Group"
GenieTalk,Tech company,750000.0,Indore,2020,2016.0,unknown
Classplus,EdTech,10000000.0,Noida,2020,2018.0,"Spiral Ventures, Surge"
Mobile Premier League,Entertainment,74000000.0,Bangalore,2020,2018.0,"Sequoia Capital India, Times Internet"
Fourth Partner Energy,Solar solution,16000000.0,Hyderabad,2020,2010.0,"responsAbility, Grameen Impact India (GIII)"
Flipkart,E-commerce,62000000.0,Bangalore,2020,2007.0,"Tencent Holdings, Walmart"
Vivriti Capital,FinTech,1000000.0,Chennai,2020,2017.0,"Aspada, Creation Investments Capital Management, LLC"
InsuranceDekho,FinTech,20000000.0,Ludhiana,2020,2017.0,GirnarSoft
BestDoc,HealthCare,2100000.0,Kochi,2020,2016.0,unknown
Byju’s,EdTech,500000000.0,Bangalore,2020,2011.0,"Owl Ventures, Tiger Global Management"
Melorra,Jewellery startup,12500000.0,Bangalore,2020,2015.0,"Jamshed Jeejeebhoy, Symphony International Holdings"
Reliance,Multinational conglomerate company,2200000000.0,Mumbai,2020,1973.0,"Facebook, Google, KKR, Silver Lake"
Inflexor Ventures,FinTech,10000000.0,Mumbai,2020,2020.0,unknown
Pandorum,Deeptech startup,5060000.0,Bangalore,2020,2011.0,"021 Capital, Karnataka Information Technology Venture Capital Fund"
SpeakIn,Social Network,0.0,Noida,2020,2018.0,Homage Ventures.
LetsUp,Publication,0.0,Mumbai,2020,2015.0,unknown
Newsreach,Publication,0.0,Gujarat,2020,2018.0,Mumbai Angels
Dream11,Entertainment,225000000.0,Mumbai,2020,2008.0,"Steadview Capital, Tencent Holdings"
SignalX,SaaS platform,750000.0,Hyderabad,2020,2018.0,unknown
JetSynthesys,Tech,40000000.0,Mumbai,2020,2012.0,"Adar C. Poonawalla, Kris Gopalakrishnan"
Vesta Space Technology,Tech Startup,10000000.0,Pune,2020,2018.0,unknown
Dozee,HealthTech,1600000.0,Bangalore,2020,2015.0,unknown
Rebel Foods,Food,50000000.0,Pune,2020,2011.0,Coatue Management
Nykaa,Fashion,24700000.0,Mumbai,2020,2012.0,Steadview Capital
Ketto,Finance,7700000.0,Mumbai,2020,2012.0,"Mumbai Angels, Redcliffe Capital"
Suryoday,Finance,800000.0,Mumbai,2020,2008.0,"Gaja Capital, Kotak Life, Lok Capital"
SucSEED,Finance,1300000.0,Hyderabad,2020,2016.0,"DR. Moti Vyas, Udit Goyal"
Unacademy,EdTech,150000000.0,Bangalore,2020,2015.0,"Nexus Venture Partners, Sequoia Capital"
Strata,Real Estate,19067328.0,Bangalore,2020,2019.0,"Propstack, SAIF Partners"
3one4 Capital,Venture capital,100000000.0,Bangalore,2020,2016.0,unknown
WE-Hub,Entreprenurship,0.0,Hyderabad,2020,2018.0,unknown
Zomato,Food devlivery,62000000.0,Haryana,2020,2008.0,"MacRitchie Investments, Baillie Gifford"
Vicara,Tech Startup,0.0,Bangalore,2020,2017.0,unknown
Gaana,Entertainment,51000000.0,Gurugram,2020,2010.0,"Tencent Holdings, Times Internet"
EM3 Agri,AgriTech,1000000.0,Noida,2020,2013.0,"Global Innovation Fund, Soros Economic Development Fund"
Plum,Cosmetics,115000.0,Thane,2020,2013.0,"Ronald Conway, Bay Partners"
Odwen,Warehouse,54000.0,Noida,2020,2018.0,Prospect Partners.
Fasal,AgriTech,20000.0,Bangalore,2020,2018.0,"Omnivore, Zeroth.AI"
Trukky,Logistics,0.0,Ahmedabad,2020,2015.0,Mumbai Angels.
BankBazaar,Online financial service,9000000.0,Chennai,2020,2008.0,"Ramesh Srinivasan, Amazon"
Specsmakers,Eyeglasses,3000000.0,Chennai,2020,2011.0,Eight Roads Ventures
Grinntech,Battery design,2000000.0,Dehradun,2020,2013.0,"Ashok Leyland, V Lakshmi Narayanan"
CreditMantri,Online credit management startup,803146.0,Chennai,2020,2012.0,"Ranjit Punja, R Sudarshan, Gowri Mukherjee"
Chai Waale,Beverage,238000.0,Chennai,2020,2018.0,"Gunavanth Vaid, Bharat Kumar Sohanraj"
Deepsync,Tech Startup,300000.0,Bangalore,2020,2018.0,Venkat Raju
ConnectedH,HealthCare,0.0,Gurgaon,2020,2016.0,unknown
Reliance Retail,E-commerce,10220000.0,Mumbai,2020,2006.0,Silver Lake Partners
QShala,EdTech,300000.0,Bangalore,2020,2014.0,unknown
Pitstop,Car Service,1020000.0,Bangalore,2020,2015.0,"Clairvest Group, Ontario Centres of Excellence"
Zomato,Food devlivery,100000000.0,Haryana,2020,2008.0,"MacRitchie Investments, Baillie Gifford"
Customfit ai,SaaS startup,0.0,Bangalore,2020,2019.0,unknown
Nirmata,Tech,0.0,San Franciscao,2020,2013.0,"Damien Toledo, Jim Bugwadia, Ritesh Patel"
Hire Me Car,TravelTech,0.0,Noida,2020,2015.0,US based NRI Investors
Oga Fit,Fitness startup,0.0,Bangalore,2020,2017.0,"Inflection Point Ventures, Mitesh Shah"
ShipsKart,E-commerce,200000.0,Delhi,2020,2018.0,Betatron
SquadStack,Tech company,5000000.0,San Francisco,2020,2014.0,"Chiratae Ventures, Blume Ventures"
Financepeer,EdTech,3000000.0,Mumbai,2020,2017.0,"Ravi Sanghvi, PitchRight Venture"
Cashify,E-commerce,10000000.0,Gurugram,2020,2009.0,"Bessemer Venture Partners, CDH Investments"
Etrio,EV startup,3000000.0,Hyderabad,2020,2017.0,HNIs
Codeyoung,EdTech,0.0,Bangalore,2020,2019.0,Guild Capital
StayQrious,EdTech,2000000.0,Bangalore,2020,2020.0,Y Combinator
Sunstone Eduversity,EdTech,3000000.0,Gurugram,2020,2014.0,Prime Venture Partners
Infilect,SaaS startup,1500000.0,Bangalore,2020,2015.0,"Mela Ventures, 1Crowd"
MobiGarage,E-commerce,0.0,Delhi,2020,2017.0,unknown
Samunnati,Agriculture,20000000.0,Chennai,2020,2014.0,"responsAbility, Accel"
WeInnovate Biosolutions,Startup laboratory,0.0,Pune,2020,2016.0,Chiratae ventures
Yummy Corp,Food Industry,12000000.0,"Tangerang, Jawa Barat, Indonesia",2020,2017.0,"Palm Drive Capital, Amatil X Ventures"
Smallcase,FinTech,13400000.0,Bangalore,2020,2015.0,"Sequoia Capital India, Blume Ventures"
Clairvolex,Tech Startup,2000000.0,California,2020,2006.0,"JF Mauritius SPV, IndusAge Partners"
Assiduus,E-commerce,1000000.0,Bangalore,2020,2020.0,VC Firm K Partners
Brinton,HealthTech,1300000.0,California,2020,2014.0,"India Alternatives Private Equity Fund, Tata Capital"
AFK Gaming,Entertainment,200000.0,Mumbai,2020,2012.0,unknown
Infarm,AgriTech,170000000.0,Berlin,2020,2013.0,"Bonnier Ventures, Hanaco Venture Capital"
Zuper,SaaS startup,1100000.0,Seattle,2020,2016.0,"Gemba Capital, Gunderson Dettmer"
mCaffeine,Personal care startup,2900000.0,Mumbai,2020,2015.0,"RPSG Ventures, Amicus Capital"
Origa,FinTech,2000000.0,Andheri,2020,2013.0,"500 Startups, ah! Ventures"
GullyBuy Software,Tech Startup,543000.0,Pune,2020,2019.0,unknown
Recordent,FinTech,0.0,Hyderabad,2020,2019.0,unknown
MPL,Entertainment,90000000.0,Bangalore,2020,2018.0,"Base Partners, GO Ventures"
Penny,SaaS startup,1300000.0,Riyadh,2020,2020.0,unknown
Onsitego,Customer service company,30000000.0,Mumbai,2020,2010.0,"Accel, Zodius Capital"
Precily,SaaS  startup,0.0,California,2020,2017.0,"Windrose Capital, Anil Advani"
SmartClean,Tech Startup,3400000.0,Singapore,2020,2017.0,"Seeds Capital, AIM Smart City"
ClanConnect,Marketing startup,600000.0,Delhi,2020,2020.0,unknown
Servify,Service industry,23000000.0,Mumbai,2020,2015.0,"Blume Ventures, Tetrao"
ShareChat,Social media,40000000.0,Bangalore,2020,2015.0,"Lightspeed venture partners, saif partners"
Rephrase.ai,AI,1500000.0,Bangalore,2020,2018.0,"Techstars Bangalore Accelerator, Techstars"
Melorra,Jewellery,8090000.0,Bangalore,2020,2015.0,"Shadows Holdings, Lightbox"
FabHotels,Hospitality,1030000.0,Gurugram,2020,2014.0,"RB Investments Pte. Ltd, Goldman Sachs"
EkAnek,Tech Startup,5040000.0,Delhi,2020,2018.0,"Lightspeed India Partners, Sequoia Capital India"
Cub McPaws,AR startup,800000.0,Mumbai,2020,2018.0,Venture Catalysts
Zimyo,HR Tech startup,1500000.0,Gurgaon,2020,2018.0,"Abhishant Pant, Chiranth Patil"
PumPumPum,Automotive Startup,360000.0,Gurgaon,2020,2018.0,unknown
Burgerama,Food Startup,0.0,Gurgaon,2020,2018.0,"Madison, Anicut"
Moms Co,HealthCare,8000000.0,Gurgaon,2020,2016.0,"DSG Consumer Partners, Saama Capital"
DillyHub,Publication,1400000.0,Seoul,2020,2018.0,"Kakao Ventures, Shinhan Capital"
FPL Technologies,FinTech,10000000.0,Pune,2020,2019.0,"Matrix Partners India, Hummingbird Ventures"
FITTR,Fitness startup,2000000.0,Pune,2020,2016.0,Surge
Illumnus,EdTech Startup,100000.0,Pune,2020,2018.0,23 High Networth Individuals (HNIs).
CashKaro,E-commerce,10000000.0,Gurgaon,2020,2012.0,"Ratan Tata, Kalaari Capital"
Newton School,EdTech Startup,650000.0,Bangalore,2020,2019.0,Nexus Venture Partners
Airmeet,Tech Startup,12000000.0,Bangalore,2020,2019.0,"Global Founders Capital, Redpoint"
Observe ai,Tech,54000000.0,San Francisco,2020,2017.0,"01 Advisors, Steadview Capital"
InCred,Finance,5000000.0,Mumbai,2020,2016.0,"Pushpak Credit, Fiscal"
Toppr,EdTech,35000000.0,Mumbai,2020,2013.0,"Kaizenvest, Foundation Holdings"
CarTrade,Car Trade,42500000.0,Mumbai,2020,2009.0,"Pincus, JP Morgan, Temasek, March Capital"
LEAD School,EdtTech,28000000.0,Mumbai,2020,2012.0,"Westbridge Capital, Elevar Equity"
Servify,Manufacturing,11370000.0,Mumbai,2020,2015.0,"Blume Ventures, Tetrao"
Lido Learning,EdTech,7500000.0,Mumbai,2020,2019.0,"BAce Capital, Madhur Deora"
Apna.co,Job portal,8000000.0,Bangalore,2020,2019.0,"Lightspeed India, Sequoia Capital India"
Quintype Technologies,Tech,325000.0,Bangalore,2020,2014.0,"IIFL Asset Management, Raghav Bahl"
Dunzo,Tech,28000000.0,Bangalore,2020,2014.0,"Wes Schwalje, Alteria Capital"
Entropik,AI Platform,8000000.0,Bangalore,2020,2016.0,"IDFC-Parampara Fund, Bharat Innovation Fund"
Livspace,Home Design,9000000.0,Bangalore,2020,2014.0,"Mercer Investments, Nicholas Cator"
Ultraviolette Automotive,Automation,410000.0,Bangalore,2020,2015.0,TVS Motor Company
WinZO,Gaming,18000000.0,Delhi,2020,2016.0,"Makers Fund, Courtside Ventures"
SenseHawk,Solar SaaS,5000000.0,Bangalore,2020,2016.0,"Falcon Edge Capital, SAIF Partners"
Railofy,WL & RAC protection,900000.0,Mumbai,2020,2019.0,Chiratae Ventures.
Eloelo,Social commerce,450000.0,Bangalore,2020,2020.0,unknown
Aibono,AgriTech,2000000.0,Bangalore,2020,2014.0,"Menterra Venture Advisors, Rianta Capital"
BuildPan,SaaS startup,500000.0,Indore,2020,2019.0,"Sunil Kumar Singhvi, Yusho Kawata"
Homelane,Home interior services,8000000.0,Bangalore,2020,2014.0,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures"
MyGlamm,Fashion,1000000.0,Mumbai,2020,2015.0,Bessemer Venture Partners
Aviom,Finance,682000.0,Delhi,2020,2016.0,"Insitor Partners, C4D Partners"
Flinto,EdTech Startup,7000000.0,Chennai,2020,2013.0,"Sinai Ventures, Y Combinator"
WayCool,Agritech startup,5060000.0,Chennai,2020,2015.0,"FMO, IndusInd Bank"
YAP,API platform,4050000.0,Chennai,2020,2014.0,"Jitendra Gupta, Better Capital"
Big Bang Boom Solutions,Deep Tech,1050000.0,Chennai,2020,2018.0,"Mumbai Angels, Defence Innovation Organisation"
GUVI,EdTech Startup,800000.0,Chennai,2020,2014.0,"CBA Capital, Gray Matters Capital"
BluSmart,Electricity,7000000.0,Gurugram,2020,2019.0,"Kalpavriksh, JITO Angel Network"
Cell Propulsion,Automotive company,0.0,Bangalore,2020,2017.0,"growX ventures, Sangam Ventures"
MPL,Entertainment,50000000.0,Bangalore,2020,2018.0,"Sequoia Capital India, Times Internet"
Spoonshot,FMCG,1000000.0,Bangalore,2020,2015.0,"SRI Capital, Techstars Farm to Fork Accelerator"
Pulse,FinTech,750000.0,Mumbai,2020,2015.0,unknown
Groww,FinTech,30000000.0,Bangalore,2020,2016.0,"Y Combinator, Ribbit Capital"
i3 Systems,Insurance Tech,1050000.0,Mumbai,2020,2016.0,"Hatanaka Yosuke, Minomiya Takeo"
SOAL,EdTech,1000000.0,Mumbai,2020,2017.0,"Krishnan Menon, Srinivas Kollipara"
OckyPocky,EdTech,400000.0,Gurugram,2020,2015.0,"SucSEED Venture Partners, ah! Ventures"
Hippo Video,Video personalization,4000000.0,New York,2020,2016.0,"Surge, Kae Capital"
Hasura,Software Company,25000000.0,San Francisco,2020,2017.0,"Nexus Venture Partners, Sam Lambert"
Qapita,FinTech,1080000.0,Singapore,2020,2019.0,"Alto Partners, Mission Holdings"
Sunday,FinTech,9000000.0,Bangkok,2020,2017.0,"SCB 10X, LINE Ventures"
Gamezop,Gaming,4300000.0,Gurugram,2020,2015.0,"Powerhouse ventures, Tracxn,"
Phool.co,Biomaterial startup,1400000.0,Kanpur,2020,2017.0,Kaplan Foundation
Chiratae Ventures,Venture capital,0.0,Bangalore,2020,2018.0,unknown
MedLife,Health,6800000.0,Bangalore,2020,2014.0,Ivy Icon
IDfy,IT,2110000.0,Mumbai,2020,2011.0,"Millenna FVCI III, NB Ventures, Dream Incubator"
Bira91,Craft Beer,764000.0,Delhi,2020,2015.0,Anicut Capital
Max wholesale,E-commerce,603000.0,Delhi,2020,2016.0,"Al Falaj Commercial Investment Co, Vistra ITCL India"
Craftsvilla,E-commerce,409000.0,Mumbai,2020,2011.0,Supera Investments
MechMocha,Entertainment,292000.0,Bangalore,2020,2011.0,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc"
Mindhouse,Healthtech,286000.0,Gurugram,2020,2019.0,"GGV Capital, Sahi Barual"
DeepSync,AI startup,136000.0,Chandigarh,2020,2018.0,"Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund"
Eruditus,Education,825000000.0,Mumbai,2020,2010.0,"Bertelsmann India Investments, Sequoia Capital India"
Gradeup,Education,546000.0,Noida,2020,2015.0,"Times Internet, TLabs"
Tracxn,Investment,887000.0,Bangalore,2020,2013.0,"Saif partners, Accel partners, Sequoia capital"
Purple Style Labs,Fashion,43000.0,Mumbai,2020,2015.0,"Jitendra Gupta, Astarc Ventures."
ProPhysio,Health,40900.0,Bangalore,2020,2016.0,Nestavera Ventures.
Flickstree,Tech,40900.0,Mumbai,2020,2014.0,"MOX, Venture Catalysts"
Settl,TravelTech,0.0,Gurugram,2020,2015.0,"Sojitz, SIG Global India Fund"
Fanspole,Entertainment,0.0,Thane,2020,2015.0,"Mohan Verma, Better Capital"
Sarva,Healthcare,0.0,Mumbai,2020,2016.0,"Shikhar Dhawan, Mantra Capital"
Univ.ai,EdTech,0.0,Bangalore,2020,2019.0,Kiran Mazumdar Shaw.
PurohitJi,Linguistic Spiritual,0.0,Bangalore,2020,2020.0,Bhadresh
CredoLab,Tech,7000000.0,Singapore,2020,2015.0,"GB Group, Walden International"
Brick&Bolt,Construction,2200000.0,Bangalore,2020,2018.0,"Meghna Agarwal, Navin Dhanuka"
Grinntech,Battery manufacturer,2000000.0,Chennai,2020,2013.0,"V Sumantran, V Lakshmi Narayanan"
6Degree,Fashion,340000.0,Mumbai,2020,2014.0,"Keiretsu Forum, SucSEED Venture Partners"
Exprs,Nano Distribution Network,5660000.0,unknown,2020,2018.0,"Sweta Rau, Sandeep Kapoor"
Bikayi,E-commerce,2000000.0,Hyderabad,2020,2019.0,Mantis ventures
Virtual Forest,Tech,0.0,Bangalore,2020,2019.0,Napino Auto and Electronics Ltd
The Health company,AI health,350000.0,Gurugram,2020,2018.0,"VCATS, First Cheque, 9Unicorns, Marquee investors"
TrulyMadly Matchmakers,Dating app,110000.0,Gurugram,2020,2014.0,"AngelList, Inflection Point Ventures, The Chennai Angels"
TrueFan,Media,4300000.0,Mumbai,2020,2020.0,"Mayfield India, Saama Capital, Ronnie Screwvala"
Fanspole,Gaming,0.0,Mumbai,2020,2015.0,Better Capital
Byju's,EdTech,122000000.0,Bangalore,2020,2011.0,DST Global
Avail Finance,Fintech,11635000.0,Bangalore,2020,2017.0,"Alphawave, Matrix Partners"
The Money Club,AI,0.0,Delhi,2020,2020.0,Venture Catalysts
Virohan,Healthcare/Edtech,2800000.0,Gurgaon,2020,2018.0,"Keiretsu Forum, Elea Foundation"
OneCode,Social Commerce,0.0,Gurugram,2020,2020.0,WaterBridge Ventures
Verloop.io,AI,5000000.0,unknown,2020,2015.0,Alpha Wave incubation
Otipy,Agritech/Commerce,1000000.0,unknown,2020,2020.0,Inflection Point Ventures
Evage,Mobility tech,0.0,Chandigarh,2020,2014.0,Anand Shah
LEAD School,EdTech,28000000.0,Mumbai,2020,2012.0,"WestBridge Capital, Elevar Equity"
Trell,Social e-commerce,11000000.0,Bangalore,2020,2016.0,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch"
Captain Fresh,Food & Logistics,2300000.0,Bangalore,2020,2019.0,Ankur Capital
Teachmint,EdTech,0.0,Bangalore,2020,2020.0,Better Capital
Pixxel,SpaceTech,5000000.0,Bangalore,2020,2019.0,"Lightspeed India Partners, Blume Ventures, GrowX ventures"
Habbit Health,Nutrition Tech,0.0,Delhi,2020,2019.0,"3one4 Capital, Angel list India"
SmarterBiz,Tech,1065000.0,Bangalore,2020,2014.0,"StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh."
Able Jobs,HR,2000000.0,Bangalore,2020,2019.0,"SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque."
Vieroots,Healthtech,0.0,Kochi,2020,2018.0,Suniel Shetty
Stack Finance,Fintech,0.0,Bangalore,2020,2019.0,"SOSV, MOX (Mobile Only Accelerator)"
FPL Technologies,Fintech,10000000.0,Pune,2020,2020.0,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures"
Masai School,EdTech,2500000.0,Bangalore,2020,2019.0,"Unitus Ventures, India Quotient, AngelList India"
Mitron,Media,5000000.0,Bangalore,2020,2020.0,Nexus Venture Partners
Daalchini,IoT,669000.0,unknown,2020,2017.0,Artha Venture Fund
Suno India,Media,0.0,unknown,2020,2018.0,Shobu Yarlagadda
LendingKart,Fintech,16076000.0,Ahmedabad,2020,2014.0,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Text Mercato,unknown,649600.0,Bangalore,2020,2015.0,1Crowd
Eden Smart Homes,IoT,0.0,unknown,2020,2018.0,Inflection Point Ventures
GrayQuest,EdTech,1000000.0,Mumbai,2020,2017.0,Foundation Holdings
BigHaat,Agritech,2000000.0,Bangalore,2020,2015.0,"Ankur Capital, Beyond Next Ventures"
CityCash,Fintech,1000000.0,Mumbai,2020,2017.0,Orios Venture Partners
HomeLane,Interior design,1000000.0,Chennai,2020,2014.0,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
HungerBox,Foodtech,6700000.0,Bangalore,2020,2015.0,IIFL Income Opportunities Fund
DaveAI,AI,0.0,Bangalore,2020,2020.0,Mumbai Angels Network
Eduvanz,Fintech,5000000.0,Mumbai,2020,2016.0,Sequoia India
ZipLoan,Fintech,2000000.0,Delhi,2020,2015.0,Stride Ventures
DocSumo,AI,220000.0,Mumbai,2020,2019.0,"Better Capital, TechStars, Barclays."
CUSMAT,AR/VR,0.0,Warangal,2020,2016.0,"Venture Catalysts,  Raveen Sastry"
Chingari,Media,1300000.0,Bangalore,2020,2018.0,"AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati"
Bolo Indya,Media,300000.0,Gurugram,2020,2020.0,"Eagle10 Ventures, India Accelerator, HNIs"
Data Sutram,AI,266500.0,Kolkata,2020,2018.0,"Uday Sodhi, Mitesh Shah, Nitin Jain"
Wobot Intelligence,AI,2500000.0,Delhi,2020,2020.0,Sequoia Capital India
DrinkPrime,Appliance,2879000.0,Bangalore,2020,2020.0,Sequoia Surge
Infeedo,HR tech,700000.0,Gurugram,2020,2013.0,Y Combinator
Probus Smart Things,IoT,0.0,Delhi,2020,2020.0,Unicorn India Ventures
CrowdPouch,Tech,0.0,Bangalore,2020,2020.0,Elina Investments
Rebel Foods,Food tech,26500000.0,Mumbai,2020,2011.0,Coatue Management
Hevo,Tech,8000000.0,Bangalore,2020,2017.0,"Qualgro, Lachy Groom"
BigSpoon Foods,Foodtech,2000000.0,Ahmedabad,2020,2019.0,"Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah"
Chingari,Media,1000000.0,Bangalore,2020,2020.0,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global."
ShareChat,Media,351000.0,Bangalore,2020,2015.0,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda"
DatStop,Hospitality,0.0,Delhi,2020,2020.0,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak."
IPHM Services,Mental Health,0.0,Mumbai,2020,2020.0,Indian Angel Fund
Wellcure,Healthtech,200000.0,Gurugram,2020,2020.0,Inflection Point Ventures
VilCart,Ecommerce,0.0,Bangalore,2020,2018.0,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash"
Firescore,Gaming,500000.0,Mumbai,2020,2020.0,Crazy Labs
BulBul,Social commerce,8700000.0,Gurgaon,2020,2018.0,Info Edge
Toppr,Edtech,46761000.0,Mumbai,2020,2013.0,Foundation Holdings
Pickright Technologies,Fintech,175000.0,Bangalore,2020,2019.0,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu"
Muse Wearables,Tech,3000000.0,Chennai,2020,2018.0,Dr. Bhaskar Rao Bollineni
SATYA Microcapital,Fintech,9.6,Delhi,2020,1995.0,BlueOrchard Finance Limited
WYN Studio,Media,0.0,Gurugram,2020,2020.0,India Angel Fund
Fourth Partner Energy,Solar Solution,15000000.0,Bangalore,2020,2010.0,ResponsAbility Investments AG
Entri,Edtech,1700000.0,Kochi,2020,2017.0,Good Capital
Snack Amor,Foodtech,0.0,Mumbai,2020,2017.0,Dr Srinivas Chunduru
MPowered,SaaS,21000000.0,Gurugram,2020,2020.0,"Ashok Nichani, Shelly Nichani"
Leap Club,Social e-commerce,0.0,Gurugram,2020,2020.0,Titan Capital
Ather Energy,Automobile,11241000.0,Bangalore,2020,2013.0,Hero MotoCorp
